language,frequency_list_version,level,rank,source_rank,display_form,lemma,lemma_key,part_of_speech,definition_seed,source_provenance,curation_flags
zh,v1,1,377,393,设计,设计,设计,unknown,设计,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,378,394,进,进,进,unknown,进,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,379,395,之间,之间,之间,unknown,之间,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,380,396,事情,事情,事情,unknown,事情,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,381,397,人员,人员,人员,unknown,人员,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,382,398,信息,信息,信息,unknown,信息,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,383,399,哪里,哪里,哪里,unknown,哪里,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,384,400,处,处,处,unknown,处,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,385,401,女,女,女,unknown,女,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,386,402,存在,存在,存在,unknown,存在,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,387,403,学习,学习,学习,unknown,学习,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,388,404,总统,总统,总统,unknown,总统,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,389,405,成功,成功,成功,unknown,成功,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,390,406,或者,或者,或者,unknown,或者,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,391,407,战争,战争,战争,unknown,战争,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,392,408,报告,报告,报告,unknown,报告,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,393,409,最大,最大,最大,unknown,最大,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,394,410,每,每,每,unknown,每,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,395,411,比较,比较,比较,unknown,比较,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,396,412,照片,照片,照片,unknown,照片,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,397,413,种,种,种,unknown,种,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,398,414,英国,英国,英国,unknown,英国,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,399,415,各,各,各,unknown,各,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,400,416,市,市,市,unknown,市,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,401,417,接受,接受,接受,unknown,接受,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,402,418,改变,改变,改变,unknown,改变,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,403,419,政策,政策,政策,unknown,政策,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,404,420,方法,方法,方法,unknown,方法,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,405,421,时期,时期,时期,unknown,时期,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,406,422,正在,正在,正在,unknown,正在,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,407,423,科技,科技,科技,unknown,科技,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,408,424,项目,项目,项目,unknown,项目,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,409,425,一下,一下,一下,unknown,一下,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,410,426,不断,不断,不断,unknown,不断,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,411,427,以后,以后,以后,unknown,以后,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,412,428,位,位,位,unknown,位,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,413,429,作,作,作,unknown,作,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,414,430,合作,合作,合作,unknown,合作,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,415,431,故事,故事,故事,unknown,故事,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,416,432,方面,方面,方面,unknown,方面,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,417,433,有些,有些,有些,unknown,有些,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,418,434,未,未,未,unknown,未,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,419,435,次,次,次,unknown,次,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,420,436,省,省,省,unknown,省,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,421,437,网,网,网,unknown,网,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,422,438,老,老,老,unknown,老,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,423,439,认识,认识,认识,unknown,认识,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,424,440,资源,资源,资源,unknown,资源,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,425,441,集团,集团,集团,unknown,集团,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,426,442,专业,专业,专业,unknown,专业,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,427,443,之前,之前,之前,unknown,之前,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,428,444,任务,任务,任务,unknown,任务,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,429,445,原因,原因,原因,unknown,原因,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,430,446,参与,参与,参与,unknown,参与,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,431,447,外,外,外,unknown,外,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,432,448,女人,女人,女人,unknown,女人,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,433,449,小时,小时,小时,unknown,小时,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,434,450,成立,成立,成立,unknown,成立,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,435,451,是否,是否,是否,unknown,是否,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,436,452,科学,科学,科学,unknown,科学,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,437,453,经,经,经,unknown,经,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,438,454,规定,规定,规定,unknown,规定,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,439,455,举行,举行,举行,unknown,举行,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,440,456,了解,了解,了解,unknown,了解,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,441,457,副,副,副,unknown,副,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,442,458,处理,处理,处理,unknown,处理,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,443,459,多少,多少,多少,unknown,多少,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,444,460,感觉,感觉,感觉,unknown,感觉,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,445,461,拥有,拥有,拥有,unknown,拥有,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,446,462,时代,时代,时代,unknown,时代,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,447,463,电话,电话,电话,unknown,电话,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,448,464,能力,能力,能力,unknown,能力,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,449,465,艺术,艺术,艺术,unknown,艺术,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,450,466,解决,解决,解决,unknown,解决,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,451,467,马,马,马,unknown,马,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,452,468,传统,传统,传统,unknown,传统,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,453,469,全球,全球,全球,unknown,全球,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,454,470,其实,其实,其实,unknown,其实,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,455,471,机会,机会,机会,unknown,机会,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,456,472,独立,独立,独立,unknown,独立,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,457,473,美,美,美,unknown,美,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,458,474,行,行,行,unknown,行,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,459,475,行为,行为,行为,unknown,行为,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,460,476,超过,超过,超过,unknown,超过,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,461,477,路,路,路,unknown,路,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,462,478,连,连,连,unknown,连,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,463,479,韩国,韩国,韩国,unknown,韩国,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,464,480,产生,产生,产生,unknown,产生,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,465,481,人类,人类,人类,unknown,人类,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,466,482,分析,分析,分析,unknown,分析,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,467,483,制,制,制,unknown,制,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,468,484,各种,各种,各种,unknown,各种,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,469,485,告诉,告诉,告诉,unknown,告诉,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,470,486,它们,它们,它们,unknown,它们,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,471,487,手机,手机,手机,unknown,手机,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,472,488,投资,投资,投资,unknown,投资,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,473,489,拿,拿,拿,unknown,拿,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,474,490,期间,期间,期间,unknown,期间,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,475,491,法国,法国,法国,unknown,法国,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,476,492,目标,目标,目标,unknown,目标,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,477,493,真正,真正,真正,unknown,真正,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,478,494,调查,调查,调查,unknown,调查,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,479,495,世纪,世纪,世纪,unknown,世纪,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,480,496,严重,严重,严重,unknown,严重,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,481,497,仍,仍,仍,unknown,仍,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,482,498,军,军,军,unknown,军,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,483,499,同,同,同,unknown,同,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,484,500,哪,哪,哪,unknown,哪,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,485,501,增加,增加,增加,unknown,增加,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,486,502,帮助,帮助,帮助,unknown,帮助,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,487,503,并且,并且,并且,unknown,并且,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,488,504,行动,行动,行动,unknown,行动,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,489,505,造成,造成,造成,unknown,造成,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,490,507,作品,作品,作品,unknown,作品,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,491,508,先,先,先,unknown,先,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,492,509,占,占,占,unknown,占,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,493,510,受到,受到,受到,unknown,受到,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,494,511,台,台,台,unknown,台,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,495,512,基础,基础,基础,unknown,基础,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,496,513,家庭,家庭,家庭,unknown,家庭,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,497,514,工业,工业,工业,unknown,工业,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,498,515,杀,杀,杀,unknown,杀,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,499,516,相信,相信,相信,unknown,相信,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,500,517,第一,第一,第一,unknown,第一,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,501,518,负责,负责,负责,unknown,负责,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,502,519,二,二,二,unknown,二,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,503,520,住,住,住,unknown,住,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,504,521,具有,具有,具有,unknown,具有,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,505,522,学,学,学,unknown,学,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,506,523,实现,实现,实现,unknown,实现,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,507,524,怎样,怎样,怎样,unknown,怎样,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,508,525,据,据,据,unknown,据,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,509,526,控制,控制,控制,unknown,控制,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,510,527,根本,根本,根本,unknown,根本,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,511,528,男人,男人,男人,unknown,男人,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,512,529,结束,结束,结束,unknown,结束,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,513,530,非,非,非,unknown,非,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,514,532,书,书,书,unknown,书,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,515,533,亦,亦,亦,unknown,亦,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,516,534,别,别,别,unknown,别,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,517,535,努力,努力,努力,unknown,努力,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,518,536,只要,只要,只要,unknown,只要,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,519,537,回,回,回,unknown,回,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,520,538,如此,如此,如此,unknown,如此,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,521,539,媒体,媒体,媒体,unknown,媒体,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,522,540,才能,才能,才能,unknown,才能,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,523,541,整个,整个,整个,unknown,整个,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,524,542,来自,来自,来自,unknown,来自,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,525,543,经过,经过,经过,unknown,经过,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,526,544,群众,群众,群众,unknown,群众,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,527,545,选举,选举,选举,unknown,选举,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,528,547,以下,以下,以下,unknown,以下,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,529,548,利用,利用,利用,unknown,利用,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,530,549,制度,制度,制度,unknown,制度,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,531,550,我国,我国,我国,unknown,我国,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,532,551,欧洲,欧洲,欧洲,unknown,欧洲,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,533,552,每个,每个,每个,unknown,每个,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,534,553,比赛,比赛,比赛,unknown,比赛,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,535,554,表现,表现,表现,unknown,表现,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,536,555,达到,达到,达到,unknown,达到,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,537,556,主席,主席,主席,unknown,主席,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,538,557,以上,以上,以上,unknown,以上,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,539,558,以来,以来,以来,unknown,以来,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,540,559,几个,几个,几个,unknown,几个,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,541,560,办法,办法,办法,unknown,办法,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,542,561,图片,图片,图片,unknown,图片,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,543,562,年代,年代,年代,unknown,年代,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,544,563,开发,开发,开发,unknown,开发,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,545,564,心,心,心,unknown,心,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,546,565,成员,成员,成员,unknown,成员,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,547,566,未来,未来,未来,unknown,未来,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,548,567,讲,讲,讲,unknown,讲,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,549,568,革命,革命,革命,unknown,革命,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,550,570,价值,价值,价值,unknown,价值,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,551,571,反,反,反,unknown,反,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,552,572,基本,基本,基本,unknown,基本,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,553,573,导致,导致,导致,unknown,导致,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,554,574,条,条,条,unknown,条,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,555,575,注意,注意,注意,unknown,注意,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,556,576,的话,的话,的话,unknown,的话,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,557,577,离开,离开,离开,unknown,离开,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,558,578,送,送,送,unknown,送,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,559,579,除了,除了,除了,unknown,除了,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,560,580,加入,加入,加入,unknown,加入,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,561,581,反对,反对,反对,unknown,反对,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,562,582,发布,发布,发布,unknown,发布,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,563,583,啦,啦,啦,unknown,啦,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,564,584,属于,属于,属于,unknown,属于,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,565,585,建筑,建筑,建筑,unknown,建筑,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,566,586,形成,形成,形成,unknown,形成,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,567,587,数据,数据,数据,unknown,数据,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,568,588,版,版,版,unknown,版,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,569,589,行政,行政,行政,unknown,行政,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,570,590,银行,银行,银行,unknown,银行,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,571,591,音乐,音乐,音乐,unknown,音乐,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,572,593,之一,之一,之一,unknown,之一,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
zh,v1,1,573,594,变化,变化,变化,unknown,变化,wordfreq:zh,wordfreq_seeded;deterministically_filtered;structurally_curated;simplified_normalized
